Country Name,Country Code,Series Name,Series Code,2021 [YR2021],2022 [YR2022]
Armenia,ARM,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,6
Armenia,ARM,Rule of Law: Estimate,RL.EST,-0.119232147932053,-0.168567225337029
Armenia,ARM,Rule of Law: Number of Sources,RL.NO.SRC,9,9
Armenia,ARM,Voice and Accountability: Estimate,VA.EST,0.0540730990469456,0.0882339403033257
Armenia,ARM,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9
Aruba,ABW,Control of Corruption: Estimate,CC.EST,0.801610887050629,0.756784737110138
Aruba,ABW,Control of Corruption: Number of Sources,CC.NO.SRC,2,2
Aruba,ABW,Control of Corruption: Percentile Rank,CC.PER.RNK,78.5714263916016,77.8301849365234
Aruba,ABW,Government Effectiveness: Percentile Rank,GE.PER.RNK,82.8571395874023,82.0754699707031
Aruba,ABW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.4315470457077,1.47468435764313
Aruba,ABW,Regulatory Quality: Number of Sources,RQ.NO.SRC,2,2
Aruba,ABW,Rule of Law: Estimate,RL.EST,1.24730372428894,1.27890753746033
Aruba,ABW,Rule of Law: Number of Sources,RL.NO.SRC,3,3
Aruba,ABW,Voice and Accountability: Estimate,VA.EST,1.01864099502563,1.00918197631836
Aruba,ABW,Voice and Accountability: Number of Sources,VA.NO.SRC,1,1
Australia,AUS,Control of Corruption: Estimate,CC.EST,1.7076461315155,1.76448953151703
Australia,AUS,Control of Corruption: Number of Sources,CC.NO.SRC,9,9
Australia,AUS,Control of Corruption: Percentile Rank,CC.PER.RNK,94.7619018554688,95.2830200195313
Australia,AUS,Government Effectiveness: Percentile Rank,GE.PER.RNK,92.8571395874023,92.9245300292969
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.835315883159637,0.933572053909302
Australia,AUS,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Australia,AUS,Rule of Law: Estimate,RL.EST,1.63928818702698,1.51008522510529
Australia,AUS,Rule of Law: Number of Sources,RL.NO.SRC,9,9
Australia,AUS,Voice and Accountability: Estimate,VA.EST,1.35839426517487,1.31948041915894
Australia,AUS,Voice and Accountability: Number of Sources,VA.NO.SRC,10,10
Austria,AUT,Control of Corruption: Estimate,CC.EST,1.24299263954163,1.25861942768097
Austria,AUT,Control of Corruption: Number of Sources,CC.NO.SRC,10,10
Austria,AUT,Control of Corruption: Percentile Rank,CC.PER.RNK,85.7142868041992,84.9056625366211
Austria,AUT,Government Effectiveness: Percentile Rank,GE.PER.RNK,93.8095245361328,91.5094375610352
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.899418652057648,0.637995362281799
Austria,AUT,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Austria,AUT,Rule of Law: Estimate,RL.EST,1.75251877307892,1.70585024356842
Austria,AUT,Rule of Law: Number of Sources,RL.NO.SRC,10,10
Austria,AUT,Voice and Accountability: Estimate,VA.EST,1.38676011562347,1.40876078605652
Austria,AUT,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9
Azerbaijan,AZE,Control of Corruption: Estimate,CC.EST,-0.847372114658356,-1.04057228565216
Azerbaijan,AZE,Control of Corruption: Number of Sources,CC.NO.SRC,7,6
Azerbaijan,AZE,Control of Corruption: Percentile Rank,CC.PER.RNK,21.4285717010498,16.9811325073242
Azerbaijan,AZE,Government Effectiveness: Percentile Rank,GE.PER.RNK,58.5714302062988,50.9433975219727
Azerbaijan,AZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.83781635761261,-0.931885719299316
Azerbaijan,AZE,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,5
Azerbaijan,AZE,Rule of Law: Estimate,RL.EST,-0.606355965137482,-0.624645590782166
Azerbaijan,AZE,Rule of Law: Number of Sources,RL.NO.SRC,9,8
Azerbaijan,AZE,Voice and Accountability: Estimate,VA.EST,-1.52770555019379,-1.4408358335495
Azerbaijan,AZE,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9
"Bahamas, The",BHS,Control of Corruption: Estimate,CC.EST,1.15245354175568,1.25618994235992
"Bahamas, The",BHS,Control of Corruption: Number of Sources,CC.NO.SRC,5,4
"Bahamas, The",BHS,Control of Corruption: Percentile Rank,CC.PER.RNK,83.8095245361328,84.4339599609375
"Bahamas, The",BHS,Government Effectiveness: Percentile Rank,GE.PER.RNK,67.6190490722656,65.0943374633789
"Bahamas, The",BHS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.850836753845215,0.883432567119598
"Bahamas, The",BHS,Regulatory Quality: Number of Sources,RQ.NO.SRC,5,5
"Bahamas, The",BHS,Rule of Law: Estimate,RL.EST,0.0704413056373596,0.133635863661766
"Bahamas, The",BHS,Rule of Law: Number of Sources,RL.NO.SRC,5,5
"Bahamas, The",BHS,Voice and Accountability: Estimate,VA.EST,0.904381930828094,0.869135797023773
"Bahamas, The",BHS,Voice and Accountability: Number of Sources,VA.NO.SRC,4,4
Bahrain,BHR,Control of Corruption: Estimate,CC.EST,0.144544184207916,0.139385640621185
Bahrain,BHR,Control of Corruption: Number of Sources,CC.NO.SRC,7,7
Bahrain,BHR,Control of Corruption: Percentile Rank,CC.PER.RNK,58.5714302062988,59.4339637756348
Bahrain,BHR,Government Effectiveness: Percentile Rank,GE.PER.RNK,73.3333358764648,72.1698150634766
Bahrain,BHR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.524779736995697,-0.407028496265411
Bahrain,BHR,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Bahrain,BHR,Rule of Law: Estimate,RL.EST,0.441886842250824,0.438828617334366
Bahrain,BHR,Rule of Law: Number of Sources,RL.NO.SRC,9,9
Bahrain,BHR,Voice and Accountability: Estimate,VA.EST,-1.49894762039185,-1.41756176948547
Bahrain,BHR,Voice and Accountability: Number of Sources,VA.NO.SRC,7,7
Bangladesh,BGD,Control of Corruption: Estimate,CC.EST,-0.98586094379425,-1.0755273103714
Bangladesh,BGD,Control of Corruption: Number of Sources,CC.NO.SRC,12,12
Bangladesh,BGD,Control of Corruption: Percentile Rank,CC.PER.RNK,18.0952377319336,15.5660381317139
Bangladesh,BGD,Government Effectiveness: Percentile Rank,GE.PER.RNK,27.619047164917,23.1132068634033
Bangladesh,BGD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.03663277626038,-1.09237110614777
Bangladesh,BGD,Regulatory Quality: Number of Sources,RQ.NO.SRC,10,10
Bangladesh,BGD,Rule of Law: Estimate,RL.EST,-0.625113248825073,-0.601339340209961
Bangladesh,BGD,Rule of Law: Number of Sources,RL.NO.SRC,12,12
Bangladesh,BGD,Voice and Accountability: Estimate,VA.EST,-0.774542570114136,-0.752661883831024
Bangladesh,BGD,Voice and Accountability: Number of Sources,VA.NO.SRC,11,11
Barbados,BRB,Control of Corruption: Estimate,CC.EST,1.2134006023407,1.28457343578339
Barbados,BRB,Control of Corruption: Number of Sources,CC.NO.SRC,6,5
Barbados,BRB,Control of Corruption: Percentile Rank,CC.PER.RNK,84.7619018554688,89.1509399414063
Barbados,BRB,Government Effectiveness: Percentile Rank,GE.PER.RNK,69.0476226806641,65.5660400390625
Barbados,BRB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.11841666698456,1.15202713012695
Barbados,BRB,Regulatory Quality: Number of Sources,RQ.NO.SRC,5,5
Barbados,BRB,Rule of Law: Estimate,RL.EST,0.34103798866272,0.358760207891464
Barbados,BRB,Rule of Law: Number of Sources,RL.NO.SRC,6,6
Barbados,BRB,Voice and Accountability: Estimate,VA.EST,1.12188565731049,1.12864553928375
Barbados,BRB,Voice and Accountability: Number of Sources,VA.NO.SRC,4,4
Belarus,BLR,Control of Corruption: Estimate,CC.EST,-0.258149892091751,-0.57967621088028
Belarus,BLR,Control of Corruption: Number of Sources,CC.NO.SRC,8,7
Belarus,BLR,Control of Corruption: Percentile Rank,CC.PER.RNK,47.6190490722656,31.6037731170654
Belarus,BLR,Government Effectiveness: Percentile Rank,GE.PER.RNK,20.4761905670166,19.8113212585449
Belarus,BLR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.754245221614838,-0.79387354850769
Belarus,BLR,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,6
Belarus,BLR,Rule of Law: Estimate,RL.EST,-1.1213835477829,-1.22155654430389
Belarus,BLR,Rule of Law: Number of Sources,RL.NO.SRC,9,8
Belarus,BLR,Voice and Accountability: Estimate,VA.EST,-1.58077239990234,-1.6263952255249
Belarus,BLR,Voice and Accountability: Number of Sources,VA.NO.SRC,9,8
Belgium,BEL,Control of Corruption: Estimate,CC.EST,1.45552504062653,1.49504864215851
Belgium,BEL,Control of Corruption: Number of Sources,CC.NO.SRC,10,10
Belgium,BEL,Control of Corruption: Percentile Rank,CC.PER.RNK,89.523811340332,89.6226425170898
Belgium,BEL,Government Effectiveness: Percentile Rank,GE.PER.RNK,83.3333358764648,84.9056625366211
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.662566304206848,0.575668811798096
Belgium,BEL,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Belgium,BEL,Rule of Law: Estimate,RL.EST,1.29238021373749,1.34894239902496
Belgium,BEL,Rule of Law: Number of Sources,RL.NO.SRC,10,10
Belgium,BEL,Voice and Accountability: Estimate,VA.EST,1.271479845047,1.29260873794556
Belgium,BEL,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9
Belize,BLZ,Control of Corruption: Estimate,CC.EST,-0.330022901296616,-0.237028583884239
Belize,BLZ,Control of Corruption: Number of Sources,CC.NO.SRC,3,3
Belize,BLZ,Control of Corruption: Percentile Rank,CC.PER.RNK,44.2857131958008,48.113208770752
Belize,BLZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,32.8571434020996,36.3207550048828
Belize,BLZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.272381901741028,0.426349759101868
Belize,BLZ,Regulatory Quality: Number of Sources,RQ.NO.SRC,4,4
Belize,BLZ,Rule of Law: Estimate,RL.EST,-0.800086200237274,-0.720759093761444
Belize,BLZ,Rule of Law: Number of Sources,RL.NO.SRC,4,4
Belize,BLZ,Voice and Accountability: Estimate,VA.EST,0.542922258377075,0.532865047454834
Belize,BLZ,Voice and Accountability: Number of Sources,VA.NO.SRC,4,4
Benin,BEN,Control of Corruption: Estimate,CC.EST,-0.170943543314934,-0.124255605041981
Benin,BEN,Control of Corruption: Number of Sources,CC.NO.SRC,12,12
Benin,BEN,Control of Corruption: Percentile Rank,CC.PER.RNK,49.0476188659668,50.4716987609863
Benin,BEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,42.8571434020996,45.7547187805176
Benin,BEN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.396347790956497,-0.349461376667023
Benin,BEN,Regulatory Quality: Number of Sources,RQ.NO.SRC,9,9
Benin,BEN,Rule of Law: Estimate,RL.EST,-0.629469573497772,-0.602389514446259
Benin,BEN,Rule of Law: Number of Sources,RL.NO.SRC,13,13
Benin,BEN,Voice and Accountability: Estimate,VA.EST,-0.242977663874626,-0.348290830850601
Benin,BEN,Voice and Accountability: Number of Sources,VA.NO.SRC,12,12
Bermuda,BMU,Control of Corruption: Estimate,CC.EST,1.2798718214035,1.27020359039307
Bermuda,BMU,Control of Corruption: Number of Sources,CC.NO.SRC,1,1
Bermuda,BMU,Control of Corruption: Percentile Rank,CC.PER.RNK,88.5714263916016,88.6792449951172
Bermuda,BMU,Government Effectiveness: Percentile Rank,GE.PER.RNK,92.3809509277344,84.4339599609375
Bermuda,BMU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.00239610671997,1.03453397750854
Bermuda,BMU,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1
Bermuda,BMU,Rule of Law: Estimate,RL.EST,0.635673701763153,0.692453920841217
Bermuda,BMU,Rule of Law: Number of Sources,RL.NO.SRC,1,1
Bermuda,BMU,Voice and Accountability: Estimate,VA.EST,..,..
Bermuda,BMU,Voice and Accountability: Number of Sources,VA.NO.SRC,..,..
Bhutan,BTN,Control of Corruption: Estimate,CC.EST,1.50712108612061,1.51425933837891
Bhutan,BTN,Control of Corruption: Number of Sources,CC.NO.SRC,7,7
Bhutan,BTN,Control of Corruption: Percentile Rank,CC.PER.RNK,90.476188659668,90.0943374633789
Bhutan,BTN,Government Effectiveness: Percentile Rank,GE.PER.RNK,74.2857131958008,69.8113174438477
Bhutan,BTN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.797127723693848,0.86481773853302
Bhutan,BTN,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Bhutan,BTN,Rule of Law: Estimate,RL.EST,0.604691028594971,0.672034561634064
Bhutan,BTN,Rule of Law: Number of Sources,RL.NO.SRC,8,8
Bhutan,BTN,Voice and Accountability: Estimate,VA.EST,0.219684556126595,0.155555993318558
Bhutan,BTN,Voice and Accountability: Number of Sources,VA.NO.SRC,6,6
Bolivia,BOL,Control of Corruption: Estimate,CC.EST,-0.883186757564545,-0.889222621917725
Bolivia,BOL,Control of Corruption: Number of Sources,CC.NO.SRC,11,11
Bolivia,BOL,Control of Corruption: Percentile Rank,CC.PER.RNK,20.4761905670166,20.7547168731689
Bolivia,BOL,Government Effectiveness: Percentile Rank,GE.PER.RNK,23.8095245361328,31.6037731170654
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.278813034296036,-0.283260941505432
Bolivia,BOL,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8
Bolivia,BOL,Rule of Law: Estimate,RL.EST,-1.17688238620758,-1.30090224742889
Bolivia,BOL,Rule of Law: Number of Sources,RL.NO.SRC,12,12
Bolivia,BOL,Voice and Accountability: Estimate,VA.EST,-0.114208891987801,-0.19810938835144
Bolivia,BOL,Voice and Accountability: Number of Sources,VA.NO.SRC,12,12
Bosnia and Herzegovina,BIH,Control of Corruption: Estimate,CC.EST,-0.665344417095184,-0.683835208415985
Bosnia and Herzegovina,BIH,Control of Corruption: Number of Sources,CC.NO.SRC,8,8
Bosnia and Herzegovina,BIH,Control of Corruption: Percentile Rank,CC.PER.RNK,28.0952377319336,25.943395614624
Bosnia and Herzegovina,BIH,Government Effectiveness: Percentile Rank,GE.PER.RNK,12.8571424484253,12.7358493804932
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.421767115592957,-0.439371019601822
Bosnia and Herzegovina,BIH,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,6
Bosnia and Herzegovina,BIH,Rule of Law: Estimate,RL.EST,-0.302860885858536,-0.306685209274292
Bosnia and Herzegovina,BIH,Rule of Law: Number of Sources,RL.NO.SRC,9,9
Bosnia and Herzegovina,BIH,Voice and Accountability: Estimate,VA.EST,-0.316597819328308,-0.325712889432907
Bosnia and Herzegovina,BIH,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9
Botswana,BWA,Control of Corruption: Estimate,CC.EST,0.665826141834259,0.661455094814301
Botswana,BWA,Control of Corruption: Number of Sources,CC.NO.SRC,11,11
Botswana,BWA,Control of Corruption: Percentile Rank,CC.PER.RNK,74.7619018554688,74.0566024780273
Botswana,BWA,Government Effectiveness: Percentile Rank,GE.PER.RNK,63.3333320617676,67.9245300292969
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.04125964641571,1.07751607894897
Botswana,BWA,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8
Botswana,BWA,Rule of Law: Estimate,RL.EST,0.454513996839523,0.467351377010345
Botswana,BWA,Rule of Law: Number of Sources,RL.NO.SRC,12,12
Botswana,BWA,Voice and Accountability: Estimate,VA.EST,0.451135843992233,0.446497648954391
Botswana,BWA,Voice and Accountability: Number of Sources,VA.NO.SRC,13,13
Brazil,BRA,Control of Corruption: Estimate,CC.EST,-0.498797684907913,-0.566063046455383
Brazil,BRA,Control of Corruption: Number of Sources,CC.NO.SRC,12,11
Brazil,BRA,Control of Corruption: Percentile Rank,CC.PER.RNK,34.2857131958008,32.0754699707031
Brazil,BRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,33.8095245361328,30.6603775024414
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.419696539640427,-0.331465899944305
Brazil,BRA,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8
Brazil,BRA,Rule of Law: Estimate,RL.EST,-0.300649881362915,-0.257250934839249
Brazil,BRA,Rule of Law: Number of Sources,RL.NO.SRC,12,12
Brazil,BRA,Voice and Accountability: Estimate,VA.EST,0.255604922771454,0.214864358305931
Brazil,BRA,Voice and Accountability: Number of Sources,VA.NO.SRC,13,13
Brunei Darussalam,BRN,Control of Corruption: Estimate,CC.EST,1.21635782718658,1.17481958866119
Brunei Darussalam,BRN,Control of Corruption: Number of Sources,CC.NO.SRC,3,3
Brunei Darussalam,BRN,Control of Corruption: Percentile Rank,CC.PER.RNK,85.2380981445313,83.9622650146484
Brunei Darussalam,BRN,Government Effectiveness: Percentile Rank,GE.PER.RNK,90.476188659668,91.0377349853516
Brunei Darussalam,BRN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.17165172100067,1.25736796855927
Brunei Darussalam,BRN,Regulatory Quality: Number of Sources,RQ.NO.SRC,4,4
Brunei Darussalam,BRN,Rule of Law: Estimate,RL.EST,0.861208200454712,0.934209585189819
Brunei Darussalam,BRN,Rule of Law: Number of Sources,RL.NO.SRC,4,4
Brunei Darussalam,BRN,Voice and Accountability: Estimate,VA.EST,-0.848819255828857,-0.816516160964966
Brunei Darussalam,BRN,Voice and Accountability: Number of Sources,VA.NO.SRC,4,4
Bulgaria,BGR,Control of Corruption: Estimate,CC.EST,-0.257637172937393,-0.157897114753723
Bulgaria,BGR,Control of Corruption: Number of Sources,CC.NO.SRC,12,12
Bulgaria,BGR,Control of Corruption: Percentile Rank,CC.PER.RNK,48.0952377319336,50
Bulgaria,BGR,Government Effectiveness: Percentile Rank,GE.PER.RNK,45.7142868041992,42.9245300292969
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.364647597074509,0.246252059936523
Bulgaria,BGR,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8
Bulgaria,BGR,Rule of Law: Estimate,RL.EST,-0.0683560520410538,-0.107211574912071
Bulgaria,BGR,Rule of Law: Number of Sources,RL.NO.SRC,12,12
Bulgaria,BGR,Voice and Accountability: Estimate,VA.EST,0.284617066383362,0.285204857587814
Bulgaria,BGR,Voice and Accountability: Number of Sources,VA.NO.SRC,11,11
Burkina Faso,BFA,Control of Corruption: Estimate,CC.EST,-0.08303402364254,-0.0836108103394508
Burkina Faso,BFA,Control of Corruption: Number of Sources,CC.NO.SRC,12,12
Burkina Faso,BFA,Control of Corruption: Percentile Rank,CC.PER.RNK,50.476188659668,51.886791229248
